address,latitude,longitude
"ROLL DRIVE, SAN DEIGO",32.5550032,-116.9374104
"LUSK BOULEVARD, SAN DEIGO",32.9008781,-117.2053833
"SMYTHE AVENUE, SAN DEIGO",32.5605576,-117.0493856
"BOND STREET, SAN DEIGO",32.80413,-117.2206075
"GEORGIA STREET, SAN DEIGO",32.7521578,-117.1449912
"DEEP DELL ROAD, SAN DEIGO",32.6973151,-117.0330141
"ARMSTRONG STREET, SAN DEIGO",32.808183,-117.1616256
"WEST MORENA BOULEVARD, SAN DEIGO",32.770435,-117.2043645
"HIGHLAND RANCH ROAD, SAN DEIGO",32.9785681,-117.071163
"REYNARD WAY, SAN DEIGO",32.7386006,-117.169914
"LANING ROAD, SAN DEIGO",32.7289741,-117.2188277
"BRITANNIA BOULEVARD, SAN DEIGO",32.558447,-116.9797333
"PASEO MONTALBAN  , SAN DEIGO",32.9617607,-117.1195708
"TRUXTUN ROAD, SAN DEIGO",32.7361386,-117.2175226
"KELTON ROAD, SAN DEIGO",32.7197712,-117.0755559
"COLLEGE GROVE WAY, SAN DEIGO",32.7389587,-117.0590886
"EVERGREEN STREET, SAN DEIGO",32.7346243,-117.2237078
"WEBSTER AVENUE, SAN DEIGO",32.704327,-117.125221
"CAM DEL ORO  , SAN DEIGO",32.8567821,-117.256392
"OLIVER AVENUE, SAN DEIGO",32.7948215,-117.2403063
"HARNEY STREET, SAN DEIGO",32.7527792,-117.1949018
"UNKNOWN  , SAN DEIGO",32.5525533,-117.0439124
"MALLARD STREET, SAN DEIGO",32.7295593,-117.0557197
"VIA LAS CUMBRES  , SAN DEIGO",32.7742538,-117.1798608
"RONSON ROAD, SAN DEIGO",32.8290538,-117.1533183
"13TH STREET, SAN DEIGO",32.7110004,-117.1528152
"RUFFNER STREET, SAN DEIGO",32.8278842,-117.1582196
"OLVERA AVENUE, SAN DEIGO",32.6988214,-117.0792611
"I-15 SB  , SAN DEIGO",32.559272,-117.1013146
"SANTA MARGARITA STREET, SAN DEIGO",32.7059033,-117.0783834
"AMBROSIA DRIVE, SAN DEIGO",32.793251,-117.1089578
"CENTRE STREET, SAN DEIGO",32.7494421,-117.1478843
"WASHINGTON PLACE, SAN DEIGO",32.7498739,-117.176394
"FOOTHILL BOULEVARD, SAN DEIGO",32.8085392,-117.2466327
"T STREET, SAN DEIGO",32.6986526,-117.0961448
"CHESAPEAKE DRIVE, SAN DEIGO",32.8376345,-117.1274795
"VALETA STREET, SAN DEIGO",32.7487329,-117.2313012
"FRAZEE ROAD, SAN DEIGO",32.7734453,-117.1584423
"LA JOLLA MESA DRIVE, SAN DEIGO",32.8185223,-117.259566
"VIA MALLORCA  , SAN DEIGO",32.8600698,-117.2341668
"ARAGON DRIVE, SAN DEIGO",32.7549136,-117.054656
"GREYLING DRIVE, SAN DEIGO",32.7968917,-117.142061
"UNION STREET, SAN DEIGO",32.7276222,-117.1671469
"VENTURA PLACE, SAN DEIGO",32.7720541,-117.2520297
"NORTH MISSION BAY DRIVE, SAN DEIGO",32.798714,-117.21582
"REED AVENUE, SAN DEIGO",32.7957469,-117.2405906
"CHOLLAS PARKWAY, SAN DEIGO",32.7381982,-117.0859372
"COSTA VERDE BOULEVARD, SAN DEIGO",32.8693264,-117.2169161
"HIDDEN VALLEY ROAD, SAN DEIGO",32.8470983,-117.2499327
"HORTON PLAZA, SAN DEIGO",32.7138765,-117.1623614
"MYRTLE AVENUE, SAN DEIGO",32.74197270000001,-117.1228674
"HIBERT STREET, SAN DEIGO",32.91383709999999,-117.1130213
"BALBOA DRIVE, SAN DEIGO",32.7326435,-117.1580791
"69TH STREET, SAN DEIGO",32.7706711,-117.0492976
"ARBOR DRIVE, SAN DEIGO",32.7538191,-117.1622626
"MT EVEREST BOULEVARD, SAN DEIGO",32.8142508,-117.1851166
"ELM AVENUE, SAN DEIGO",32.5806124,-117.0900672
"HOTEL CIRCLE PLACE, SAN DEIGO",32.76105520000001,-117.1880762
"HIGHLAND VALLEY ROAD, SAN DEIGO",33.0515706,-117.048066
"PRINCESS VIEW DRIVE, SAN DEIGO",32.8024827,-117.0784159
"DOWDY DRIVE, SAN DEIGO",32.8913988,-117.1469057
"BERGER AVENUE, SAN DEIGO",32.802189,-117.1518158
"KEARNY VILLA LANE, SAN DEIGO",32.8041884,-117.1540998
"DAMON AVENUE, SAN DEIGO",32.8088984,-117.218246
"SALMON RIVER ROAD, SAN DEIGO",32.953882,-117.1207364
"WORDEN STREET, SAN DEIGO",32.7456659,-117.2272181
"DEL CERRO BOULEVARD, SAN DEIGO",32.782804,-117.0659967
"KEMPER STREET, SAN DEIGO",32.751434,-117.2156153
"SAMPSON STREET, SAN DEIGO",32.6980259,-117.1393146
"PARKDALE AVENUE, SAN DEIGO",32.9100239,-117.1551923
"DRAPER AVENUE, SAN DEIGO",32.8362984,-117.2754137
"L STREET, SAN DEIGO",32.7073983,-117.1388488
"VIA DE SAN YSIDRO  , SAN DEIGO",32.5514345,-117.0455356
"COPELAND AVENUE, SAN DEIGO",32.7570975,-117.1039961
"COPLEY DRIVE, SAN DEIGO",32.8401828,-117.1670834
"I-8 WB  , SAN DEIGO",32.7177711,-117.1638799
"PAN AMERICAN PLAZA, SAN DEIGO",32.7275587,-117.1534032
"61ST STREET, SAN DEIGO",32.7080588,-117.0667384
"CARROLL ROAD, SAN DEIGO",32.8851858,-117.1704284
"ALBATROSS STREET, SAN DEIGO",32.740343,-117.1658306
"LONG BRANCH AVENUE, SAN DEIGO",32.7481682,-117.2433353
"DEL SUR BOULEVARD, SAN DEIGO",32.5680663,-117.057994
"ANTIGUA BOULEVARD, SAN DEIGO",32.8332178,-117.1000931
"ILEX AVENUE, SAN DEIGO",32.5699168,-117.0883921
"PARK VILLAGE ROAD, SAN DEIGO",32.9403768,-117.1499473
"BRANT STREET, SAN DEIGO",32.73739,-117.1667844
"OLNEY STREET, SAN DEIGO",32.8022028,-117.2298558
"AUBURN DRIVE, SAN DEIGO",32.7430277,-117.088769
"BROOKLYN AVENUE, SAN DEIGO",32.7131446,-117.059661
"CATOCTIN DRIVE, SAN DEIGO",32.7691262,-117.058666
"MOHAWK STREET, SAN DEIGO",32.7697695,-117.0470308
"HERITAGE ROAD, SAN DEIGO",32.5760171,-116.9967783
"FROUDE STREET, SAN DEIGO",32.7392204,-117.2470472
"LAW STREET, SAN DEIGO",32.8045767,-117.2462542
"GRIM AVENUE, SAN DEIGO",32.7428701,-117.1282332
"AVNDA DEL GATO  , SAN DEIGO",32.924858,-117.148155
"TOURMALINE STREET, SAN DEIGO",32.8076825,-117.2549759
"I-805 SB  , SAN DEIGO",32.77416669999999,-117.2514704
"GRESHAM STREET, SAN DEIGO",32.7987537,-117.2444526
"ARRIBA STREET, SAN DEIGO",32.861342,-117.2212576
"POPLAR STREET, SAN DEIGO",32.7354558,-117.1045137
"ALLEGHANY STREET, SAN DEIGO",32.6801799,-117.0641345
"IRVING AVENUE, SAN DEIGO",32.7015989,-117.1386197
"LIMERICK AVENUE, SAN DEIGO",32.8352318,-117.1787244
"SAN PASQUAL STREET, SAN DEIGO",32.6987428,-117.1030925
"LA JOLLA SCENIC N DRIVE, SAN DEIGO",32.8590676,-117.2402038
"OSLER STREET, SAN DEIGO",32.7921837,-117.176341
"68TH STREET, SAN DEIGO",32.7100613,-117.0509567
"20TH STREET, SAN DEIGO",32.7110002,-117.1458196
"WINDCREST LANE, SAN DEIGO",32.974925,-117.0814175
"SAN JACINTO DRIVE, SAN DEIGO",32.7035266,-117.0809989
"HERSCHEL AVENUE, SAN DEIGO",32.8438542,-117.2722695
"GOSHEN STREET, SAN DEIGO",32.7680414,-117.1874957
"BEYER WAY, SAN DEIGO",32.5813968,-117.062241
"KELLY STREET, SAN DEIGO",32.7822009,-117.1748462
"MARINERS WAY, SAN DEIGO",32.7673274,-117.24485
"IVANHOE AVENUE, SAN DEIGO",32.8463718,-117.2717868
"BERNARDO PLAZA COURT, SAN DEIGO",33.0200683,-117.0765898
"TWIN TRAILS DRIVE, SAN DEIGO",32.9579986,-117.1297832
"67TH STREET, SAN DEIGO",32.7673359,-117.053896
"BORDER VILLAGE ROAD, SAN DEIGO",32.5483227,-117.0372049
"24TH STREET, SAN DEIGO",32.7124084,-117.1424686
"TAIT STREET, SAN DEIGO",32.7806763,-117.1712482
"CENTRAL AVENUE, SAN DEIGO",32.7478086,-117.1081777
"CRANDALL DRIVE, SAN DEIGO",32.7835309,-117.1651235
"AVNDA DEL MEXICO  , SAN DEIGO",32.5831928,-117.0893267
"MEADOW LARK DRIVE, SAN DEIGO",32.7900744,-117.1545275
"MADRA AVENUE, SAN DEIGO",32.7866035,-117.0570285
"PALM  , SAN DEIGO",32.7723602,-117.0382952
"MARKETPLACE AVENUE, SAN DEIGO",32.7017509,-117.1003113
"ALBEMARLE STREET, SAN DEIGO",32.677135,-117.06472
"SANTA FE STREET, SAN DEIGO",32.819287,-117.2257125
"GATEWAY CENTER DRIVE, SAN DEIGO",32.7130223,-117.1142373
"I-8 EB  , SAN DEIGO",33.0460358,-117.2935124
"ALDINE DRIVE, SAN DEIGO",32.7621267,-117.097225
"BAYSIDE LANE, SAN DEIGO",32.7740689,-117.2505145
"EVANS STREET, SAN DEIGO",32.7063728,-117.1354635
"DOVE STREET, SAN DEIGO",32.7505164,-117.1686862
"LYTTON STREET, SAN DEIGO",32.7440498,-117.2120363
"ARIZONA STREET, SAN DEIGO",32.7531246,-117.1375884
"STALMER STREET, SAN DEIGO",32.8078757,-117.1561401
"MARGERUM AVENUE, SAN DEIGO",32.8033515,-117.066109
"GOLDFINCH STREET, SAN DEIGO",32.7476009,-117.1713506
"MANZANA WAY, SAN DEIGO",32.6919203,-117.0252456
"ROLANDO BOULEVARD, SAN DEIGO",32.7589978,-117.0567714
"PACIFIC HEIGHTS BOULEVARD, SAN DEIGO",32.899763,-117.1892725
"GAINES STREET, SAN DEIGO",32.7660888,-117.190057
"LAURETTA STREET, SAN DEIGO",32.7677301,-117.1905845
"CONGRESS STREET, SAN DEIGO",32.7517353,-117.1952229
"TOCAYO AVENUE, SAN DEIGO",32.5642336,-117.0780525
"27TH STREET, SAN DEIGO",32.7124643,-117.1360248
"CAPE MAY AVENUE, SAN DEIGO",32.7467433,-117.2445584
"DATE STREET, SAN DEIGO",32.7229601,-117.158265
"POBLADO ROAD, SAN DEIGO",33.0313242,-117.0888946
"I-5 NB  , SAN DEIGO",32.68341,-117.110781
"REFLECTION DRIVE, SAN DEIGO",32.7925147,-117.1076659
"TORREY SANTA FE ROAD, SAN DEIGO",32.959894,-117.1608347
"GREENBRIER AVENUE, SAN DEIGO",32.7957201,-117.0850994
"CHURCHWARD STREET, SAN DEIGO",32.7040148,-117.0785536
"DOLIVA DRIVE, SAN DEIGO",32.830824,-117.1756955
"LA PLAYA AVENUE, SAN DEIGO",32.7888522,-117.2370283
"SYCAMORE ROAD, SAN DEIGO",32.5485617,-117.0451712
"CASTANA STREET, SAN DEIGO",32.7059215,-117.0850749
"OCEAN FRONT WALK, SAN DEIGO",32.7780027,-117.2532124
"CHOLLAS ROAD, SAN DEIGO",32.7368293,-117.0859636
"HAMMOND DRIVE, SAN DEIGO",32.8044866,-117.1377402
"62ND STREET, SAN DEIGO",32.7626658,-117.0644783
"OVERLAND AVENUE, SAN DEIGO",32.8309676,-117.1310915
"EL PRADO  , SAN DEIGO",32.7314257,-117.1530799
"RIVERDALE STREET, SAN DEIGO",32.790271,-117.0996095
"VILLAGE CENTER LOOP ROAD, SAN DEIGO",32.9602414,-117.1891035
"MATINAL ROAD, SAN DEIGO",33.0306856,-117.0886575
"EADS AVENUE, SAN DEIGO",32.8408102,-117.2751963
"DEWEY STREET, SAN DEIGO",32.6994936,-117.1433964
"QUIVIRA ROAD, SAN DEIGO",32.7645739,-117.2368132
"EAST BEYER BOULEVARD, SAN DEIGO",32.5514887,-117.0376116
"SPECTRUM CENTER BOULEVARD, SAN DEIGO",32.8264166,-117.1352313
"SANTA BARBARA STREET, SAN DEIGO",32.734555,-117.2457573
"MISSION GORGE PLACE, SAN DEIGO",32.7828943,-117.0941725
"NIAGARA AVENUE, SAN DEIGO",32.7422937,-117.2457253
"ALVARADO CANYON ROAD, SAN DEIGO",32.7806503,-117.093875
"POINT LOMA AVENUE, SAN DEIGO",32.7320556,-117.2479171
"DAKOTA DRIVE, SAN DEIGO",32.8024562,-117.1989864
"EASTMAN STREET, SAN DEIGO",32.7888337,-117.1692825
"VESTA STREET, SAN DEIGO",32.68396,-117.116859
"LEON AVENUE, SAN DEIGO",32.56639980000001,-117.0913816
"COLUSA STREET, SAN DEIGO",32.7666262,-117.1902288
"WESTMORE ROAD, SAN DEIGO",32.9178866,-117.1409502
"HOLIDAY COURT, SAN DEIGO",32.8703362,-117.2326647
"BROOKES AVENUE, SAN DEIGO",32.7432813,-117.1492305
"TECOLOTE ROAD, SAN DEIGO",32.7718002,-117.2034497
"COLLWOOD LANE, SAN DEIGO",32.7640425,-117.0837271
"MICHAEL FARADAY DRIVE, SAN DEIGO",32.5576384,-116.9320032
"JUAN STREET, SAN DEIGO",32.7535112,-117.1932768
"DAWSON AVENUE, SAN DEIGO",32.7573234,-117.0825324
"FIR STREET, SAN DEIGO",32.7255755,-117.0885018
"DERRICK DRIVE, SAN DEIGO",32.826099,-117.182587
"LA CUENTA DRIVE, SAN DEIGO",32.8215979,-117.0974426
"SOLEDAD ROAD, SAN DEIGO",32.818256,-117.241386
"CAMINO DEL RIO W  , SAN DEIGO",32.7579123,-117.2041145
"KEARNY AVENUE, SAN DEIGO",32.7009446,-117.1415184
"RAVEN STREET, SAN DEIGO",32.7124818,-117.1076071
"LA MEDIA ROAD, SAN DEIGO",32.5636456,-116.9624504
"66TH STREET, SAN DEIGO",32.7111889,-117.0558188
"MADERA STREET, SAN DEIGO",32.7166736,-117.0524822
"KEATS STREET, SAN DEIGO",32.728899,-117.227829
"FORTUNA AVENUE, SAN DEIGO",32.79295,-117.23587
"HAZARD CENTER DRIVE, SAN DEIGO",32.7706692,-117.1577136
"LA JOLLA SCENIC S DRIVE, SAN DEIGO",32.8321641,-117.2514941
"BACHMAN PLACE, SAN DEIGO",32.7569038,-117.1645736
"LOCUST STREET, SAN DEIGO",32.7334338,-117.2232024
"BEAGLE STREET, SAN DEIGO",32.8077182,-117.1648033
"CANNINGTON DRIVE, SAN DEIGO",32.8265238,-117.1681471
"AFTON ROAD, SAN DEIGO",32.8042855,-117.1446298
"DUSK DRIVE, SAN DEIGO",32.6768987,-117.0485235
"NUTMEG STREET, SAN DEIGO",32.7338696,-117.1255295
"AVNDA VENUSTO  , SAN DEIGO",33.0016953,-117.0750195
"BANDY CANYON ROAD, SAN DEIGO",33.0768887,-116.9838357
"MUIR AVENUE, SAN DEIGO",32.7487549,-117.2428289
"56TH STREET, SAN DEIGO",32.7584797,-117.0749464
"TWAIN AVENUE, SAN DEIGO",32.7849704,-117.0935734
"RAINIER AVENUE, SAN DEIGO",32.7898119,-117.0965921
"ALSACIA STREET, SAN DEIGO",32.6835774,-117.0396726
"BOB STREET, SAN DEIGO",32.7502255,-117.2252597
"BISBY LAKE AVENUE, SAN DEIGO",32.8032625,-117.0136733
"DEL MAR AVENUE, SAN DEIGO",32.7359445,-117.2458983
"TRADE STREET, SAN DEIGO",32.8890346,-117.1592387
"MAPLE STREET, SAN DEIGO",32.7327663,-117.1238355
"FRANKFORT STREET, SAN DEIGO",32.7830971,-117.2023211
"HUERFANO AVENUE, SAN DEIGO",32.818909,-117.217461
"LA JOLLA COLONY DRIVE, SAN DEIGO",32.8519751,-117.2326092
"STONECREST BOULEVARD, SAN DEIGO",32.8026567,-117.1166993
"MESA COLLEGE CIRCLE, SAN DEIGO",32.8034651,-117.1685093
"DONAX AVENUE, SAN DEIGO",32.5812915,-117.073283
"LUNA AVENUE, SAN DEIGO",32.8319436,-117.2177934
"SASSAFRAS STREET, SAN DEIGO",32.7372066,-117.1762208
"SILVERADO STREET, SAN DEIGO",32.8451604,-117.2736585
"AVNDA DE LA MADRID  , SAN DEIGO",32.5628726,-117.0462768
"PALMILLA DRIVE, SAN DEIGO",32.860951,-117.2253923
"CUCA STREET, SAN DEIGO",32.9746401,-117.0956658
"UNIVERSITY CENTER LANE, SAN DEIGO",32.8703017,-117.2262113
"CARGILL AVENUE, SAN DEIGO",32.8635356,-117.2164715
"RESERVOIR DRIVE, SAN DEIGO",32.7731525,-117.0556657
"VISTA GRANDE DRIVE, SAN DEIGO",32.7490588,-117.0538781
"HIGH BLUFF DRIVE, SAN DEIGO",32.9517395,-117.2394244
"DOROTHY DRIVE, SAN DEIGO",32.76900639999999,-117.0718765
"PASEO DEL VERANO  , SAN DEIGO",33.0296487,-117.052248
"ENGINEER ROAD, SAN DEIGO",32.8267594,-117.1542287
"OBERLIN DRIVE, SAN DEIGO",32.8921588,-117.1960009
"AVIARY DRIVE, SAN DEIGO",32.9036854,-117.1008599
"ESTELLE STREET, SAN DEIGO",32.7588176,-117.0654546
"I-5  , SAN DEIGO",32.7308829,-117.1546501
"SAN DIEGO PLACE, SAN DEIGO",32.759851,-117.2484887
"DALE STREET, SAN DEIGO",32.7244598,-117.1311133
"ART STREET, SAN DEIGO",32.7668164,-117.0622565
"ROBLES DRIVE, SAN DEIGO",32.8126751,-117.0102558
"BROADWAY CIRCLE, SAN DEIGO",32.7152511,-117.1628829
"ENTERPRISE STREET, SAN DEIGO",32.7462629,-117.1983847
"TRINIDAD WAY, SAN DEIGO",32.7019064,-117.0796962
"KEELER AVENUE, SAN DEIGO",32.6939609,-117.101265
"CLAVELITA STREET, SAN DEIGO",32.5695439,-117.0581975
"PASEO DEL SUR  , SAN DEIGO",33.0190208,-117.1351281
"BOLLENBACHER STREET, SAN DEIGO",32.7154132,-117.0735202
"MISSION VALLEY ROAD, SAN DEIGO",32.778984,-117.1578626
"TOWNSGATE DRIVE, SAN DEIGO",32.95051180000001,-117.2322296
"COMPLEX DRIVE, SAN DEIGO",32.8299721,-117.1366243
"COLLIER AVENUE, SAN DEIGO",32.7654273,-117.1194535
"BATES STREET, SAN DEIGO",32.7474909,-117.0722549
"THERMAL AVENUE, SAN DEIGO",32.5764748,-117.0970937
"FLORENCE STREET, SAN DEIGO",32.6980529,-117.1146311
"AQUARIUS DRIVE, SAN DEIGO",32.929939,-117.138107
"CORNISH DRIVE, SAN DEIGO",32.7233705,-117.2535369
"HURLBUT STREET, SAN DEIGO",32.8049012,-117.144919
"PASEO CARDIEL  , SAN DEIGO",32.9645154,-117.1144592
"WEST MTN VIEW DRIVE, SAN DEIGO",32.7659296,-117.1259045
"VACATION ROAD, SAN DEIGO",32.7748073,-117.2366627
"AREY DRIVE, SAN DEIGO",32.5787424,-117.0510654
"ALVARADO COURT, SAN DEIGO",32.7772751,-117.0622619
"DORIANA STREET, SAN DEIGO",32.6852704,-117.0479349
"WANDERMERE DRIVE, SAN DEIGO",32.7963533,-117.0502239
"CURLEW STREET, SAN DEIGO",32.738078,-117.1676172
"FIESTA BAY  , SAN DEIGO",32.7905905,-117.2220471
"ALAMO DRIVE, SAN DEIGO",32.7592776,-117.0545184
"SEQUENCE DRIVE, SAN DEIGO",32.9078087,-117.1813147
"JIMMY DURANTE BOULEVARD, SAN DEIGO",32.9720512,-117.2598594
"ZOO PLACE, SAN DEIGO",32.7330599,-117.1451996
"CARMEL CANYON ROAD, SAN DEIGO",32.9504142,-117.2130232
"PHYLLIS PLACE, SAN DEIGO",32.7857616,-117.1452128
"VILLAGE PINE DRIVE, SAN DEIGO",32.5683084,-117.0693273
"BANNOCK AVENUE, SAN DEIGO",32.8329087,-117.1959296
"GOLFCREST PLACE, SAN DEIGO",32.8016035,-117.0381594
"RILEY STREET, SAN DEIGO",32.7668531,-117.1910824
"HYATT STREET, SAN DEIGO",32.7906763,-117.1645829
"SCRIPPS LAKE DRIVE, SAN DEIGO",32.9114367,-117.0980474
"MORLEY FIELD DRIVE, SAN DEIGO",32.739821,-117.1444405
"SHILOH ROAD, SAN DEIGO",32.7477507,-117.0815161
"RAIL COURT, SAN DEIGO",32.5445997,-117.0287584
"LARKDALE AVENUE, SAN DEIGO",32.8016722,-117.1434177
"BALTIC STREET, SAN DEIGO",32.8057382,-117.1590844
"PENTECOST WAY, SAN DEIGO",32.7230756,-117.0825068
"AVNDA DE PORTUGAL  , SAN DEIGO",32.7225857,-117.2324656
"NORTH PARK WAY, SAN DEIGO",32.7474103,-117.1266214
"TWIGGS STREET, SAN DEIGO",32.7533543,-117.195849
"STATION VILLAGE WAY, SAN DEIGO",32.774615,-117.1421724
"GREEN BAY STREET, SAN DEIGO",32.57242060000001,-117.0884008
"MERLIN DRIVE, SAN DEIGO",32.7124853,-117.070828
"PENTUCKETT AVENUE, SAN DEIGO",32.7265141,-117.1170384
"GREELY AVENUE, SAN DEIGO",32.6984776,-117.1251571
"MORLEY STREET, SAN DEIGO",32.7850146,-117.1714025
"VIA CAPRI  , SAN DEIGO",32.9385952,-117.2322451
"WILLOW ROAD, SAN DEIGO",32.5482386,-117.0423596
"PICCARD AVENUE, SAN DEIGO",32.5794085,-117.0502433
"CORONA ORIENTE ROAD, SAN DEIGO",32.7868236,-117.2337651
"KALMIA STREET, SAN DEIGO",32.7306721,-117.1234721
"ESSEX STREET, SAN DEIGO",32.7474635,-117.1508472
"SERVANDO AVENUE, SAN DEIGO",32.556976,-117.0648147
"HAMILTON STREET, SAN DEIGO",32.7565915,-117.1363685
"COLLWOOD WAY, SAN DEIGO",32.7687081,-117.086023
"TALBOT STREET, SAN DEIGO",32.7214587,-117.2392517
"BEADNELL WAY, SAN DEIGO",32.8209361,-117.1715177
"SYCAMORE DRIVE, SAN DEIGO",32.7318865,-117.1059483
"GATEWAY DRIVE, SAN DEIGO",32.7251877,-117.108361
"ADRIAN STREET, SAN DEIGO",32.7510201,-117.2261393
"PORTOBELO DRIVE, SAN DEIGO",32.8409091,-117.0895734
"ECKSTROM AVENUE, SAN DEIGO",32.8202027,-117.1654973
"CUSHING ROAD, SAN DEIGO",32.7343081,-117.2148611
"CURTIS STREET, SAN DEIGO",32.7421816,-117.2225828
"KENWOOD STREET, SAN DEIGO",32.7112479,-117.0710518
"WARDLOW AVENUE, SAN DEIGO",32.5607496,-117.0730195
"JACMAR AVENUE, SAN DEIGO",32.7092584,-117.0429946
"TEQUILA WAY, SAN DEIGO",32.5643532,-117.0620283
"GESNER STREET, SAN DEIGO",32.791441,-117.201683
"DANCY ROAD, SAN DEIGO",32.9073312,-117.1612773
"KIKA COURT, SAN DEIGO",32.9407907,-117.1125585
"SANTA CRUZ AVENUE, SAN DEIGO",32.7387766,-117.246331
"GRANADA AVENUE, SAN DEIGO",32.7411056,-117.1325211
"LEDGEWOOD LANE, SAN DEIGO",32.6963448,-117.0346612
"LELAND STREET, SAN DEIGO",32.74995,-117.220612
"ELIJAH COURT, SAN DEIGO",32.94677,-117.2345777
"SHELTER ISLAND DRIVE, SAN DEIGO",32.71424450000001,-117.2260572
"ORCHARD AVENUE, SAN DEIGO",32.7356262,-117.2475015
"BONILLO DRIVE, SAN DEIGO",32.7552708,-117.0603698
"SEMILLON BOULEVARD, SAN DEIGO",32.9166555,-117.0709383
"LOMA LAND DRIVE, SAN DEIGO",32.7191099,-117.2468174
"TAUSSIG STREET, SAN DEIGO",32.8043243,-117.1085343
"MISSISSIPPI STREET, SAN DEIGO",32.7521651,-117.1412882
"PRESIDENTS WAY, SAN DEIGO",32.7257643,-117.1509471
"SCRIPPS SUMMIT DRIVE, SAN DEIGO",32.939889,-117.10177
"VIRGINIA AVENUE, SAN DEIGO",32.7611376,-117.0592842
"STRESEMANN STREET, SAN DEIGO",32.847218,-117.222961
"STRANDWAY  , SAN DEIGO",32.7756573,-117.2527764
"PARK RIDGE BOULEVARD, SAN DEIGO",32.7983333,-117.0490738
"AVNDA DE LOS LOBOS  , SAN DEIGO",33.0006057,-117.0928216
"WITHERBY STREET, SAN DEIGO",32.7501342,-117.1887228
"QUINCE STREET, SAN DEIGO",32.7366031,-117.1626567
"CALLE MAR DE MARIPOS  , SAN DEIGO",32.9137191,-117.2255801
"HILL STREET, SAN DEIGO",32.7239177,-117.2464713
"WEST JEWETT STREET, SAN DEIGO",32.7859024,-117.1735198
"JULIAN AVENUE, SAN DEIGO",32.7013774,-117.1402332
"CAMULOS STREET, SAN DEIGO",32.7498516,-117.2303578
"LINDO PASEO  , SAN DEIGO",32.7716467,-117.0728154
"DUENDA ROAD, SAN DEIGO",33.0350215,-117.0826656
"SCIENCE CENTER DRIVE, SAN DEIGO",32.8946052,-117.2305984
"SOTO STREET, SAN DEIGO",32.7483138,-117.2360558
"MUIRLANDS DRIVE, SAN DEIGO",32.827709,-117.264091
"BUSINESS CENTER COURT, SAN DEIGO",32.5693041,-117.0035279
"KOSTNER DRIVE, SAN DEIGO",32.57704,-117.0435726
"CREEKVIEW DRIVE, SAN DEIGO",32.9462777,-117.0902517
"CHATEAU DRIVE, SAN DEIGO",32.82518,-117.182663
"RUE D ORLEANS  , SAN DEIGO",32.7534452,-117.227668
"MARTIN AVENUE, SAN DEIGO",32.6994501,-117.1235912
"HILLSIDE DRIVE, SAN DEIGO",32.8444581,-117.2557965
"EAST MTN VIEW DRIVE, SAN DEIGO",32.7666288,-117.115754
"WESTINGHOUSE STREET, SAN DEIGO",32.7802168,-117.16864
"CASTLE GLEN DRIVE, SAN DEIGO",32.806212,-117.1305622
"NOYES STREET, SAN DEIGO",32.8022839,-117.2318332
"HARRISON AVENUE, SAN DEIGO",32.7024349,-117.1378133
"CUMBERLAND STREET, SAN DEIGO",32.6758538,-117.0624785
"CRAWFORD STREET, SAN DEIGO",32.7892772,-117.0938757
"LAKE ARAGO AVENUE, SAN DEIGO",32.7946062,-117.0131172
"ARRUZA STREET, SAN DEIGO",32.5719273,-117.0566364
"LIGHTWAVE AVENUE, SAN DEIGO",32.829077,-117.1346918
"OLD MEMORY LANE, SAN DEIGO",32.7192129,-117.0702358
"KRENNING STREET, SAN DEIGO",32.7359158,-117.0814021
"MARAUDER WAY, SAN DEIGO",32.9089447,-117.1405153
"PETIT STREET, SAN DEIGO",32.81811220000001,-117.1686748
"BILLMAN STREET, SAN DEIGO",32.7475098,-117.0587296
"BURROUGHS STREET, SAN DEIGO",32.7820326,-117.167459
"LINDA VISTA FRONTAGE ROAD, SAN DEIGO",32.8038491,-117.1565808
"RANCHO BERNARDO  , SAN DEIGO",33.0335773,-117.0805825
"CAMTO CHOLLAS  , SAN DEIGO",32.7351895,-117.0717366
"CERVANTES AVENUE, SAN DEIGO",32.695343,-117.0772961
"STONEBRIDGE PARKWAY, SAN DEIGO",32.92356360000001,-117.0268012
"PASEO MONTRIL  , SAN DEIGO",32.9490492,-117.1093006
"SOUTHLOOK AVENUE, SAN DEIGO",32.7030925,-117.115736
"CALIENTE AVENUE, SAN DEIGO",32.5658793,-117.01442
"NOELINE AVENUE, SAN DEIGO",32.7038833,-117.0225328
"KLAUBER AVENUE, SAN DEIGO",32.7215055,-117.0557957
"CAM DE LA COSTA  , SAN DEIGO",32.8195583,-117.2749803
"ROSELAND DRIVE, SAN DEIGO",32.8501383,-117.2574072
"TOYNE STREET, SAN DEIGO",32.7124246,-117.103745
"SAN CARLOS DRIVE, SAN DEIGO",32.8009669,-117.019935
"LEWIS STREET, SAN DEIGO",32.7518764,-117.161394
"BULLOCK DRIVE, SAN DEIGO",32.6958904,-117.0474982
"JEMEZ DRIVE, SAN DEIGO",32.8280758,-117.2139909
"CAMTO AGUILAR  , SAN DEIGO",32.8167364,-117.1771291
"PORT ROYALE DRIVE, SAN DEIGO",32.9039,-117.152893
"WILLOW CREEK ROAD, SAN DEIGO",32.8995105,-117.1073166
"TRIANA STREET, SAN DEIGO",32.8294459,-117.1804531
